"ring","year","site","sex","Difsite","survival","site_recode","Lrecapture","time_SLC"
"AHD7001",2018,"ART","F",0,0,"ART",0,0
"AHD7002",2018,"ART","M",0,0,"ART",0,0
"AHD7003",2018,"ART","M",0,0,"ART",0,0
"AHD7016",2018,"TAI","F",0,0,"TAI",0,0
"AHD7017",2018,"OSP","F",0,1,"OSP",0,0
"AHD7017",2019,"OSP","F",0,0,"OSP",0,1
"AHD7018",2018,"OSP","M",0,1,"OSP",0,0
"AHD7018",2019,"OSP","M",0,0,"OSP",0,1
"AHD7028",2018,"DEL","F",0,0,"DEL",0,0
"AHD7029",2018,"DEL","F",0,0,"DEL",0,0
"AHD7030",2018,"DEL","M",0,1,"DEL",0,0
"AHD7030",2019,"DEL","M",0,1,"DEL",0,1
"AHD7030",2020,"DEL","M",0,0,"DEL",0,1
"AHD7038",2018,"FSH","M",0,0,"FSH",0,0
"AHD7056",2018,"STY","F",0,1,"STY",0,0
"AHD7056",2019,"STY","F",0,1,"STY",0,1
"AHD7056",2021,"STY","F",0,1,"STY",1,2
"AHD7056",2022,"STY","F",0,0,"STY",0,1
"AHD7068",2018,"DOW","M",0,1,"DOW",0,0
"AHD7068",2019,"DOW","M",0,1,"DOW",0,1
"AHD7068",2020,"DOW","M",0,1,"DOW",0,1
"AHD7068",2021,"DOW","M",0,1,"DOW",0,1
"AHD7068",2022,"DOW","M",0,1,"DOW",0,1
"AHD7068",2023,"DOW","M",0,0,"DOW",0,1
"AHD7069",2018,"DOW","F",0,1,"DOW",0,0
"AHD7069",2019,"DOW","F",0,1,"DOW",0,1
"AHD7069",2020,"DOW","F",0,1,"DOW",0,1
"AHD7069",2021,"DOW","F",0,1,"DOW",0,1
"AHD7069",2022,"DOW","F",0,0,"DOW",0,1
"AHD7084",2018,"HWP","F",0,0,"HWP",0,0
"AHD7085",2018,"AVI","F",0,1,"AVI",0,0
"AHD7085",2019,"AVI","F",0,1,"AVI",0,1
"AHD7085",2020,"AVI","F",0,0,"AVI",0,1
"AHD7086",2018,"AVI","M",0,1,"AVI",0,0
"AHD7086",2019,"AVI","M",0,0,"AVI",0,1
"AHD7094",2018,"ART","F",0,0,"ART",0,0
"AHD7095",2018,"SPD","M",0,1,"SPD",0,0
"AHD7095",2019,"SPD","M",0,0,"SPD",0,1
"AHD7096",2018,"SPD","F",0,0,"SPD",0,0
"AHD7097",2018,"SPD","M",0,0,"SPD",0,0
"AHD7098",2018,"CAR","M",0,0,"CAR",0,0
"AHD7099",2018,"CAR","F",0,1,"CAR",0,0
"AHD7099",2020,"CAR","F",0,0,"CAR",1,2
"AHD7103",2018,"HWP","M",0,0,"HWP",0,0
"AHD7120",2018,"AVN","F",0,0,"AVN",0,0
"AHD7121",2018,"ART","F",0,0,"ART",0,0
"AHD7122",2018,"ART","M",0,0,"ART",0,0
"AHD7131",2018,"ART","F",0,0,"ART",0,0
"AHD7132",2018,"ART","M",0,0,"ART",0,0
"AHD7134",2018,"MUN","F",0,0,"MUN",0,0
"AHD7135",2018,"MUN","M",0,1,"MUN",0,0
"AHD7135",2019,"MUN","M",0,0,"MUN",0,1
"AHD7165",2018,"FSH","M",0,0,"FSH",0,0
"AHD7166",2018,"FSH","F",0,0,"FSH",0,0
"AHD7180",2018,"DEL","M",0,0,"DEL",0,0
"AHD7181",2018,"DEL","F",0,0,"DEL",0,0
"AHD7246",2018,"MCH","M",0,0,"MCH",0,0
"AHD7247",2018,"MCH","F",0,0,"MCH",0,0
"AHD7248",2018,"MCH","M",0,1,"MCH",0,0
"AHD7248",2019,"MCH","M",0,0,"MCH",0,1
"AHD7249",2018,"PTH","M",0,1,"PTH",0,0
"AHD7249",2019,"PTH","M",0,1,"PTH",0,1
"AHD7249",2020,"PTH","M",0,0,"PTH",0,1
"AHD7250",2018,"PTH","F",0,0,"PTH",0,0
"AHD7251",2018,"BIR","M",0,0,"BIR",0,0
"AHD7252",2018,"DNM","M",0,0,"DNM",0,0
"AHD7253",2018,"CAL","M",0,1,"CAL",0,0
"AHD7253",2019,"CAL","M",0,1,"CAL",0,1
"AHD7253",2020,"CAL","M",0,1,"CAL",0,1
"AHD7253",2021,"CAL","M",0,1,"CAL",0,1
"AHD7253",2022,"CAL","M",0,0,"CAL",0,1
"AHD7298",2018,"BLG","M",0,0,"BLG",0,0
"AHD7299",2018,"BLG","F",0,1,"BLG",0,0
"AHD7299",2019,"BLG","F",0,1,"BLG",0,1
"AHD7299",2020,"BLG","F",0,1,"BLG",0,1
"AHD7299",2022,"BLG","F",0,0,"BLG",1,2
"AHD7301",2018,"TOM","F",0,0,"TOM",0,0
"AHD7310",2018,"FOU","M",0,0,"FOU",0,0
"AHD7311",2018,"DOR","F",0,1,"DOR",0,0
"AHD7311",2019,"DOR","F",0,1,"DOR",0,1
"AHD7311",2020,"DOR","F",0,1,"DOR",0,1
"AHD7311",2021,"DOR","F",0,0,"DOR",0,1
"AHD7312",2018,"SPD","F",0,1,"SPD",0,0
"AHD7312",2022,"SPD","F",0,0,"SPD",1,4
"AHD7320",2018,"AVI","M",0,0,"AVI",0,0
"AHD7321",2018,"TOM","M",0,0,"TOM",0,0
"AHD7322",2018,"DAV","F",0,0,"DAV",0,0
"AHD7342",2018,"DOR","F",0,1,"DOR",0,0
"AHD7342",2019,"DOR","F",0,0,"DOR",0,1
"AHD7343",2018,"SPD","F",0,0,"SPD",0,0
"AHD7350",2018,"AVN","M",0,1,"AVN",0,0
"AHD7350",2020,"AVN","M",0,0,"AVN",1,2
"AHD7351",2018,"AVN","F",0,0,"AVN",0,0
"AHD7364",2018,"AVN","F",0,0,"AVN",0,0
"AHD7380",2018,"INS","F",0,0,"INS",0,0
"AHD7381",2018,"INS","M",0,0,"INS",0,0
"AHD7382",2018,"NEW","M",0,0,"NEW",0,0
"AHD7383",2018,"KCZ","M",0,0,"KCK/KCZ",0,0
"AHD7384",2018,"KCZ","F",0,1,"KCK/KCZ",0,0
"AHD7384",2019,"KCZ","F",0,0,"KCK/KCZ",0,1
"AHD7385",2018,"KCZ","M",0,0,"KCK/KCZ",0,0
"AHD7386",2018,"KCZ","F",0,0,"KCK/KCZ",0,0
"AHD7404",2020,"AVN","M",0,1,"AVN",0,0
"AHD7404",2021,"AVN","M",0,1,"AVN",0,1
"AHD7404",2022,"AVN","M",0,0,"AVN",0,1
"AHD7410",2018,"NEW","M",0,1,"NEW",0,0
"AHD7410",2019,"NEW","M",0,0,"NEW",0,1
"AHD7422",2019,"KCZ","F",0,0,"KCK/KCZ",0,0
"AHD7439",2019,"PIT","M",0,1,"PIT",0,0
"AHD7439",2020,"PIT","M",0,1,"PIT",0,1
"AHD7439",2021,"PIT","M",0,0,"PIT",0,1
"AHD7444",2018,"STY","F",0,0,"STY",0,0
"AHD7445",2018,"STY","M",0,0,"STY",0,0
"AHD7483",2018,"CRU","F",0,0,"CRU",0,0
"AHD7522",2018,"RSY","M",0,0,"RSY",0,0
"AHD7523",2018,"FOF","M",0,0,"FOF",0,0
"AHD7524",2018,"FOF","F",0,0,"FOF",0,0
"AHD7525",2018,"FOF","F",0,0,"FOF",0,0
"AHD7526",2018,"FOF","M",0,0,"FOF",0,0
"AHD7527",2018,"FOF","M",0,1,"FOF",0,0
"AHD7527",2019,"FOF","M",0,0,"FOF",0,1
"AHD7542",2018,"EDI","M",0,0,"EDI",0,0
"AHD7573",2018,"FOF","F",0,0,"FOF",0,0
"AHD7574",2018,"FOF","F",0,0,"FOF",0,0
"AHD7575",2018,"DOW","F",0,0,"DOW",0,0
"AHD7576",2018,"DOW","F",0,1,"DOW",0,0
"AHD7576",2019,"DOW","F",0,0,"DOW",0,1
"AHD7577",2018,"BAD","F",0,1,"BAD",0,0
"AHD7577",2019,"BAD","F",0,1,"BAD",0,1
"AHD7577",2020,"BAD","F",0,0,"BAD",0,1
"AHD7578",2018,"GLF","F",0,1,"GLF",0,0
"AHD7578",2019,"GLF","F",0,0,"GLF",0,1
"AHD7598",2018,"RSY","F",0,0,"RSY",0,0
"AHD7599",2018,"RSY","M",0,1,"RSY",0,0
"AHD7599",2020,"RSY","M",0,1,"RSY",1,2
"AHD7599",2021,"RSY","M",0,0,"RSY",0,1
"AHD7601",2018,"MCH","M",0,1,"MCH",0,0
"AHD7601",2019,"MCH","M",0,1,"MCH",0,1
"AHD7601",2020,"MCH","M",0,1,"MCH",0,1
"AHD7601",2021,"MCH","M",0,0,"MCH",0,1
"AHD7602",2018,"MCH","F",0,1,"MCH",0,0
"AHD7602",2019,"MCH","F",0,0,"MCH",0,1
"AHD7612",2018,"PTH","M",0,0,"PTH",0,0
"AHD7619",2018,"BLG","M",0,1,"BLG",0,0
"AHD7619",2019,"BLG","M",0,0,"BLG",0,1
"AHD7620",2018,"BLG","F",0,1,"BLG",0,0
"AHD7620",2019,"BLG","F",0,0,"BLG",0,1
"AHD7621",2018,"BLG","M",0,0,"BLG",0,0
"AHD7657",2018,"BLA","F",0,1,"BLA",0,0
"AHD7657",2019,"BLA","F",0,1,"BLA",0,1
"AHD7657",2020,"BLA","F",0,0,"BLA",0,1
"AHD7678",2018,"ALN","F",0,0,"ALN",0,0
"AHD7687",2018,"SPD","F",0,0,"SPD",0,0
"AHD7707",2018,"INS","M",0,0,"INS",0,0
"AHD7708",2018,"CRU","F",0,0,"CRU",0,0
"AHD7735",2018,"PIT","F",0,0,"PIT",0,0
"AHD7742",2018,"DNC","M",0,0,"DNC",0,0
"AHD7743",2018,"DNC","F",0,0,"DNC",0,0
"AHD7744",2018,"SLS","F",0,0,"SLS",0,0
"AHD7745",2018,"SLS","M",0,0,"SLS",0,0
"AHD7759",2019,"FSH","M",0,0,"FSH",0,0
"AHD7763",2020,"RTH","M",0,0,"RTH",0,0
"AHD7764",2019,"AVI","M",0,0,"AVI",0,0
"AHD7767",2019,"AVI","F",0,0,"AVI",0,0
"AHD7771",2019,"CAR","F",0,1,"CAR",0,0
"AHD7771",2020,"CAR","F",0,1,"CAR",0,1
"AHD7771",2021,"CAR","F",0,1,"CAR",0,1
"AHD7771",2022,"CAR","F",0,1,"CAR",0,1
"AHD7771",2024,"CAR","F",0,0,"CAR",1,2
"AHD7775",2019,"DAV","M",0,0,"DAV",0,0
"AHD7776",2019,"DAV","F",0,0,"DAV",0,0
"AHD7782",2019,"OSP","M",0,0,"OSP",0,0
"AHD7784",2019,"OSP","F",0,0,"OSP",0,0
"AHD7787",2019,"TAI","M",0,0,"TAI",0,0
"AHD7788",2019,"TAI","M",0,0,"TAI",0,0
"AHD7789",2019,"TAI","M",0,1,"TAI",0,0
"AHD7789",2023,"TAI","M",0,1,"TAI",1,4
"AHD7789",2024,"TAI","M",0,0,"TAI",0,1
"AHD7790",2020,"TAI","M",0,1,"TAI",0,0
"AHD7790",2022,"TAI","M",0,1,"TAI",1,2
"AHD7790",2023,"TAI","M",0,1,"TAI",0,1
"AHD7790",2024,"TAI","M",0,0,"TAI",0,1
"AHD7791",2019,"ALN","F",0,0,"ALN",0,0
"AHD7793",2019,"FOU","M",0,0,"FOU",0,0
"AHD7798",2019,"MUN","M",0,1,"MUN",0,0
"AHD7798",2021,"MUN","M",0,0,"MUN",1,2
"AHD7801",2018,"AVI","F",0,0,"AVI",0,0
"AHD7802",2018,"SLS","M",0,0,"SLS",0,0
"AHD7803",2018,"SLS","F",0,0,"SLS",0,0
"AHD7821",2018,"DAV","M",0,1,"DAV",0,0
"AHD7821",2019,"DAV","M",0,0,"DAV",0,1
"AHD7822",2018,"SPD","M",0,1,"SPD",0,0
"AHD7822",2019,"SPD","M",0,0,"SPD",0,1
"AHD7823",2018,"SPD","F",0,0,"SPD",0,0
"AHD7824",2018,"INS","M",0,0,"INS",0,0
"AHD7825",2018,"INS","F",0,0,"INS",0,0
"AHD7826",2018,"INS","M",0,1,"INS",0,0
"AHD7826",2019,"INS","M",0,1,"INS",0,1
"AHD7826",2020,"INS","M",0,0,"INS",0,1
"AHD7827",2018,"KCZ","M",0,1,"KCK/KCZ",0,0
"AHD7827",2019,"KCZ","M",0,0,"KCK/KCZ",0,1
"AHD7828",2018,"KCZ","F",0,1,"KCK/KCZ",0,0
"AHD7828",2019,"KCZ","F",0,0,"KCK/KCZ",0,1
"AHD7829",2018,"KCK","F",0,0,"KCK/KCZ",0,0
"AHD7830",2018,"KCK","M",0,1,"KCK/KCZ",0,0
"AHD7830",2019,"KCK","M",0,0,"KCK/KCZ",0,1
"AHD7831",2018,"PIT","M",0,1,"PIT",0,0
"AHD7831",2019,"PIT","M",0,0,"PIT",0,1
"AHD7832",2018,"PIT","F",0,0,"PIT",0,0
"AHD7833",2018,"PIT","F",0,1,"PIT",0,0
"AHD7833",2019,"PIT","F",0,1,"PIT",0,1
"AHD7833",2020,"PIT","F",0,0,"PIT",0,1
"AHD7852",2018,"DOR","M",0,0,"DOR",0,0
"AHD7853",2019,"FOF","F",0,0,"FOF",0,0
"AHD7856",2020,"DOW","M",0,1,"DOW",0,0
"AHD7856",2021,"DOW","M",0,1,"DOW",0,1
"AHD7856",2022,"DOW","M",0,1,"DOW",0,1
"AHD7856",2023,"DOW","M",0,0,"DOW",0,1
"AHD7857",2019,"DOW","M",0,0,"DOW",0,0
"AHD7859",2020,"GLF","F",0,1,"GLF",0,0
"AHD7859",2021,"GLF","F",0,0,"GLF",0,1
"AHD7860",2019,"SER","F",0,1,"SER",0,0
"AHD7860",2020,"SER","F",0,0,"SER",0,1
"AHD7868",2019,"STY","F",0,1,"STY",0,0
"AHD7868",2020,"STY","F",0,1,"STY",0,1
"AHD7868",2021,"STY","F",0,0,"STY",0,1
"AHD7874",2019,"DNM","F",0,0,"DNM",0,0
"AHD7876",2019,"DNM","M",0,0,"DNM",0,0
"AHD7884",2019,"BLG","F",0,1,"BLG",0,0
"AHD7884",2020,"BLG","F",0,1,"BLG",0,1
"AHD7884",2021,"BLG","F",0,0,"BLG",0,1
"AHD7885",2020,"GLF","M",0,0,"GLF",0,0
"AHD7887",2019,"DUN","M",0,1,"DUN",0,0
"AHD7887",2020,"DUN","M",0,0,"DUN",0,1
"AHD7895",2019,"DLW","M",0,0,"DLW",0,0
"AHD7896",2019,"CRU","F",0,0,"CRU",0,0
"AHD7897",2019,"CRU","M",0,0,"CRU",0,0
"AHD7918",2018,"DUN","F",0,0,"DUN",0,0
"AHD7921",2018,"BIR","M",0,1,"BIR",0,0
"AHD7921",2019,"BIR","M",0,1,"BIR",0,1
"AHD7921",2020,"BIR","M",0,0,"BIR",0,1
"AHD7922",2018,"BIR","F",0,0,"BIR",0,0
"AHD7923",2018,"DUN","F",0,0,"DUN",0,0
"AHD7924",2018,"PIT","M",0,0,"PIT",0,0
"AHD7925",2018,"PIT","F",0,1,"PIT",0,0
"AHD7925",2019,"PIT","F",0,1,"PIT",0,1
"AHD7925",2021,"PIT","F",0,0,"PIT",1,2
"AHD7926",2018,"KCK","F",0,0,"KCK/KCZ",0,0
"AHD7927",2018,"KCK","F",0,0,"KCK/KCZ",0,0
"AHD7928",2018,"KCK","M",0,0,"KCK/KCZ",0,0
"AHD7954",2018,"PIT","F",0,0,"PIT",0,0
"AHD7959",2018,"LVN","M",0,0,"LVN",0,0
"AHD7960",2018,"BIR","F",0,0,"BIR",0,0
"AHD7961",2018,"DNM","F",0,0,"DNM",0,0
"AHD7962",2018,"DNM","M",0,1,"DNM",0,0
"AHD7962",2019,"DNM","M",0,0,"DNM",0,1
"AHD7964",2018,"DLW","F",0,0,"DLW",0,0
"AHD7965",2018,"DLW","M",0,0,"DLW",0,0
"AHD7966",2018,"ALN","M",0,0,"ALN",0,0
"AHD7967",2018,"ALN","F",0,0,"ALN",0,0
"AHD7968",2018,"ALN","M",0,0,"ALN",0,0
"AHD7969",2018,"ALN","F",0,0,"ALN",0,0
"AHD7970",2018,"OSP","M",0,0,"OSP",0,0
"AHD7971",2018,"OSP","F",0,0,"OSP",0,0
"AHD7972",2018,"AVN","F",0,0,"AVN",0,0
"AHD7973",2018,"AVN","M",0,0,"AVN",0,0
"AHD7974",2018,"AVN","F",0,1,"AVN",0,0
"AHD7974",2019,"AVN","F",0,1,"AVN",0,1
"AHD7974",2020,"AVN","F",0,0,"AVN",0,1
"AHD7975",2018,"FSH","F",0,0,"FSH",0,0
"AHD7976",2018,"FSH","M",0,0,"FSH",0,0
"AHD7978",2018,"PIT","M",0,0,"PIT",0,0
"AHD7979",2018,"PIT","F",0,0,"PIT",0,0
"AHD7988",2019,"EDI","M",0,0,"EDI",0,0
"AHD7989",2019,"EDI","F",0,0,"EDI",0,0
"AHD7990",2018,"PIT","F",0,0,"PIT",0,0
"AHD7993",2018,"SER","F",0,0,"SER",0,0
"AHD7994",2018,"PTH","F",0,0,"PTH",0,0
"AHD7995",2018,"STY","F",0,0,"STY",0,0
"AHD7996",2018,"DOW","F",0,0,"DOW",0,0
"AHD7997",2018,"DOW","M",0,0,"DOW",0,0
"AHD7999",2019,"BAD","F",0,0,"BAD",0,0
"ARD6005",2019,"BLG","M",0,0,"BLG",0,0
"ARD6006",2019,"BLG","F",0,0,"BLG",0,0
"ARD6007",2019,"BLG","M",0,1,"BLG",0,0
"ARD6007",2020,"BLG","M",0,0,"BLG",0,1
"ARD6015",2019,"SER","F",0,0,"SER",0,0
"ARD6026",2021,"SER","F",0,1,"SER",0,0
"ARD6026",2022,"SER","F",0,0,"SER",0,1
"ARD6074",2020,"FOF","M",0,1,"FOF",0,0
"ARD6074",2021,"FOF","M",0,0,"FOF",0,1
"ARD6133",2020,"BLG","M",0,0,"BLG",0,0
"ARD6162",2019,"GLF","F",0,0,"GLF",0,0
"ARD6170",2019,"PTH","F",0,0,"PTH",0,0
"ARD6171",2019,"PTH","M",0,1,"PTH",0,0
"ARD6171",2020,"PTH","M",0,1,"PTH",0,1
"ARD6171",2021,"PTH","M",0,0,"PTH",0,1
"ARD6178",2021,"STY","M",0,1,"STY",0,0
"ARD6178",2022,"STY","M",0,1,"STY",0,1
"ARD6178",2023,"STY","M",0,1,"STY",0,1
"ARD6178",2024,"STY","M",0,0,"STY",0,1
"ARD6250",2019,"FOU","F",0,1,"FOU",0,0
"ARD6250",2020,"FOU","F",0,1,"FOU",0,1
"ARD6250",2021,"FOU","F",0,0,"FOU",0,1
"ARD6251",2019,"FOU","M",0,0,"FOU",0,0
"ARD6253",2020,"TAI","M",0,1,"TAI",0,0
"ARD6253",2021,"TAI","M",0,1,"TAI",0,1
"ARD6253",2022,"TAI","M",0,0,"TAI",0,1
"ARD6264",2019,"ART","F",0,0,"ART",0,0
"ARD6295",2019,"ART","M",0,0,"ART",0,0
"ARD6296",2019,"ART","M",0,0,"ART",0,0
"ARD6297",2019,"ART","F",0,1,"ART",0,0
"ARD6297",2020,"ART","F",0,0,"ART",0,1
"ARD6299",2019,"TAI","F",0,0,"TAI",0,0
"ARD6300",2019,"ART","M",0,1,"ART",0,0
"ARD6300",2020,"ART","M",0,0,"ART",0,1
"ARD6316",2019,"ART","M",0,0,"ART",0,0
"ARD6401",2019,"FOF","F",0,0,"FOF",0,0
"ARD6402",2019,"FOF","F",0,0,"FOF",0,0
"ARD6419",2019,"MCH","M",0,0,"MCH",0,0
"ARD6420",2019,"MCH","F",0,1,"MCH",0,0
"ARD6420",2020,"MCH","F",0,1,"MCH",0,1
"ARD6420",2021,"MCH","F",0,1,"MCH",0,1
"ARD6420",2022,"MCH","F",0,0,"MCH",0,1
"ARD6432",2019,"GLF","M",0,1,"GLF",0,0
"ARD6432",2020,"GLF","M",0,1,"GLF",0,1
"ARD6432",2021,"GLF","M",0,0,"GLF",0,1
"ARD6433",2019,"GLF","F",0,1,"GLF",0,0
"ARD6433",2020,"GLF","F",0,1,"GLF",0,1
"ARD6433",2021,"GLF","F",0,1,"GLF",0,1
"ARD6433",2022,"GLF","F",0,1,"GLF",0,1
"ARD6433",2023,"GLF","F",0,0,"GLF",0,1
"ARD6482",2019,"PTH","F",0,1,"PTH",0,0
"ARD6482",2020,"PTH","F",0,0,"PTH",0,1
"ARD6483",2019,"MCH","F",0,0,"MCH",0,0
"ARD6484",2019,"RSY","F",0,0,"RSY",0,0
"ARD6485",2019,"RSY","M",0,1,"RSY",0,0
"ARD6485",2021,"RSY","M",0,0,"RSY",1,2
"ARD6508",2019,"PTH","F",0,1,"PTH",0,0
"ARD6508",2020,"PTH","F",0,0,"PTH",0,1
"ARD6570",2019,"SER","F",0,0,"SER",0,0
"ARD6572",2020,"GLF","M",0,0,"GLF",0,0
"ARD6598",2019,"PTH","F",0,1,"PTH",0,0
"ARD6598",2020,"PTH","F",0,0,"PTH",0,1
"ARD6599",2019,"PTH","M",0,0,"PTH",0,0
"ARD6600",2019,"PTH","F",0,0,"PTH",0,0
"ARD6601",2019,"PTH","M",0,0,"PTH",0,0
"ARD6602",2019,"FOF","M",0,1,"FOF",0,0
"ARD6602",2020,"FOF","M",0,0,"FOF",0,1
"ARD6603",2019,"FOF","F",0,0,"FOF",0,0
"ARD6604",2019,"FOF","F",0,0,"FOF",0,0
"ARD6605",2019,"FOF","M",0,1,"FOF",0,0
"ARD6605",2020,"FOF","M",0,1,"FOF",0,1
"ARD6605",2021,"FOF","M",0,0,"FOF",0,1
"ARD6606",2019,"FOF","F",0,1,"FOF",0,0
"ARD6606",2020,"FOF","F",0,1,"FOF",0,1
"ARD6606",2021,"FOF","F",0,1,"FOF",0,1
"ARD6606",2023,"FOF","F",0,0,"FOF",1,2
"ARD6607",2019,"BLG","F",0,0,"BLG",0,0
"ARD6608",2019,"BLG","F",0,0,"BLG",0,0
"ARD6609",2019,"FOF","F",0,0,"FOF",0,0
"ARD6610",2019,"FOF","M",0,1,"FOF",0,0
"ARD6610",2022,"FOF","M",0,1,"FOF",1,3
"ARD6610",2023,"FOF","M",0,1,"FOF",0,1
"ARD6610",2024,"FOF","M",0,0,"FOF",0,1
"ARD6611",2019,"FOF","F",0,0,"FOF",0,0
"ARD6612",2019,"FOF","M",0,1,"FOF",0,0
"ARD6612",2020,"FOF","M",0,1,"FOF",0,1
"ARD6612",2022,"FOF","M",0,1,"FOF",1,2
"ARD6612",2023,"FOF","M",0,0,"FOF",0,1
"ARD6614",2019,"NEW","F",0,1,"NEW",0,0
"ARD6614",2020,"NEW","F",0,1,"NEW",0,1
"ARD6614",2021,"NEW","F",0,0,"NEW",0,1
"ARD6615",2019,"NEW","M",0,1,"NEW",0,0
"ARD6615",2020,"NEW","M",0,1,"NEW",0,1
"ARD6615",2021,"NEW","M",0,1,"NEW",0,1
"ARD6615",2022,"NEW","M",0,1,"NEW",0,1
"ARD6615",2023,"NEW","M",0,1,"NEW",0,1
"ARD6615",2024,"NEW","M",0,0,"NEW",0,1
"ARD6616",2019,"KCK","M",0,0,"KCK/KCZ",0,0
"ARD6617",2019,"KCK","F",0,0,"KCK/KCZ",0,0
"ARD6618",2019,"PIT","F",0,1,"PIT",0,0
"ARD6618",2020,"PIT","F",0,0,"PIT",0,1
"ARD6619",2019,"RSY","F",0,1,"RSY",0,0
"ARD6619",2020,"RSY","F",0,0,"RSY",0,1
"ARD6620",2019,"RSY","F",0,0,"RSY",0,0
"ARD6628",2019,"BIR","F",0,1,"BIR",0,0
"ARD6628",2020,"BIR","F",0,0,"BIR",0,1
"ARD6655",2019,"ART","M",0,0,"ART",0,0
"ARD6656",2019,"ART","F",0,0,"ART",0,0
"ARD6657",2019,"FOU","F",0,1,"FOU",0,0
"ARD6657",2020,"FOU","F",0,0,"FOU",0,1
"ARD6658",2019,"FOU","M",0,1,"FOU",0,0
"ARD6658",2020,"FOU","M",0,0,"FOU",0,1
"ARD6659",2019,"DOR","M",0,0,"DOR",0,0
"ARD6660",2019,"DOR","M",0,1,"DOR",0,0
"ARD6660",2020,"DOR","M",0,0,"DOR",0,1
"ARD6661",2019,"SPD","F",0,0,"SPD",0,0
"ARD6662",2019,"OSP","F",0,0,"OSP",0,0
"ARD6663",2019,"MUN","F",0,0,"MUN",0,0
"ARD6666",2019,"CAR","M",0,1,"CAR",0,0
"ARD6666",2020,"CAR","M",0,0,"CAR",0,1
"ARD6669",2022,"AVN","F",0,0,"AVN",0,0
"ARD6689",2019,"AVI","M",0,0,"AVI",0,0
"ARD6696",2021,"AVI","M",0,1,"AVI",0,0
"ARD6696",2022,"AVI","M",0,0,"AVI",0,1
"ARD6700",2021,"TAI","M",0,0,"TAI",0,0
"ARD6724",2019,"EDI","M",0,0,"EDI",0,0
"ARD6725",2019,"EDI","F",0,0,"EDI",0,0
"ARD6744",2021,"DOW","M",0,1,"DOW",0,0
"ARD6744",2022,"DOW","M",0,1,"DOW",0,1
"ARD6744",2023,"DOW","M",0,0,"DOW",0,1
"ARD6769",2019,"RSY","F",0,0,"RSY",0,0
"ARD6770",2019,"RSY","M",0,0,"RSY",0,0
"ARD6771",2019,"EDI","F",0,1,"EDI",0,0
"ARD6771",2020,"EDI","F",0,0,"EDI",0,1
"ARD6783",2019,"SER","F",0,1,"SER",0,0
"ARD6783",2021,"SER","F",0,0,"SER",1,2
"ARD6785",2019,"BAD","F",0,0,"BAD",0,0
"ARD6786",2019,"SER","M",0,0,"SER",0,0
"ARD6787",2019,"STY","F",0,0,"STY",0,0
"ARD6805",2020,"INS","M",0,0,"INS",0,0
"ARD6906",2020,"CAL","M",0,0,"CAL",0,0
"ARD6920",2021,"STY","M",0,1,"STY",0,0
"ARD6920",2022,"STY","M",0,0,"STY",0,1
"ARD6950",2019,"PTH","F",0,0,"PTH",0,0
"ARD6951",2019,"BIR","F",0,0,"BIR",0,0
"ARD6952",2019,"BIR","M",0,1,"BIR",0,0
"ARD6952",2020,"BIR","M",0,0,"BIR",0,1
"ARD6989",2020,"STY","M",0,1,"STY",0,0
"ARD6989",2021,"STY","M",0,0,"STY",0,1
"ARD6998",2019,"PTH","M",0,0,"PTH",0,0
"ARD6999",2019,"PTH","F",0,0,"PTH",0,0
"ARD7000",2019,"PTH","F",0,0,"PTH",0,0
"ARD7001",2019,"LVN","M",0,0,"LVN",0,0
"ARD7026",2019,"LVN","M",0,1,"LVN",0,0
"ARD7026",2020,"LVN","M",0,0,"LVN",0,1
"ARD7027",2019,"LVN","F",0,0,"LVN",0,0
"ARD7028",2019,"KCZ","M",0,0,"KCK/KCZ",0,0
"ARD7039",2019,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARD7040",2019,"KCK","F",0,1,"KCK/KCZ",0,0
"ARD7040",2020,"KCK","F",0,0,"KCK/KCZ",0,1
"ARD7041",2019,"KCK","M",0,1,"KCK/KCZ",0,0
"ARD7041",2020,"KCK","M",0,0,"KCK/KCZ",0,1
"ARD7047",2020,"KCK","F",0,0,"KCK/KCZ",0,0
"ARD7053",2019,"BLG","F",0,0,"BLG",0,0
"ARD7054",2019,"DNM","F",0,0,"DNM",0,0
"ARD7055",2019,"DNC","M",0,0,"DNC",0,0
"ARD7056",2019,"DNC","F",0,0,"DNC",0,0
"ARD7079",2019,"RSY","F",0,0,"RSY",0,0
"ARD7081",2019,"DNC","M",0,0,"DNC",0,0
"ARD7082",2019,"DNC","F",0,1,"DNC",0,0
"ARD7082",2020,"DNS","F",1,1,"DNS",0,1
"ARD7082",2021,"DNS","F",0,1,"DNS",0,1
"ARD7082",2022,"DNS","F",0,0,"DNS",0,1
"ARD7084",2019,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARD7085",2020,"DEL","M",0,0,"DEL",0,0
"ARD7087",2020,"AVN","F",0,1,"AVN",0,0
"ARD7087",2021,"AVN","F",0,1,"AVN",0,1
"ARD7087",2022,"AVN","F",0,0,"AVN",0,1
"ARD7088",2022,"AVI","M",0,0,"AVI",0,0
"ARD7090",2022,"RTH","M",0,0,"RTH",0,0
"ARD7095",2020,"DNM","M",0,0,"DNM",0,0
"ARD7096",2020,"DNM","F",0,0,"DNM",0,0
