"year","site","mean_temp","total_precip","mean_mean_temp","rel_mean_temp","mean_total_precip","rel_total_precip"
2019,"CAL",-0.070327868852459,657.05,-0.593030822381791,0.522702953529332,450.59,206.46
2020,"CAL",-0.966942148760331,453.71,-0.593030822381791,-0.37391132637854,450.59,3.12
2021,"CAL",-0.113553719008264,398.52,-0.593030822381791,0.479477103373527,450.59,-52.07
2022,"CAL",-0.908429752066116,381.52,-0.593030822381791,-0.315398929684325,450.59,-69.07
2023,"CAL",-0.309672131147541,476.91,-0.593030822381791,0.28335869123425,450.59,26.3200000000001
2014,"CAR",-0.836776859504132,345.26,-0.471543761007994,-0.365233098496139,298.009,47.251
2015,"CAR",-0.364754098360656,416.74,-0.471543761007994,0.106789662647338,298.009,118.731
2016,"CAR",0.257603305785124,214.2,-0.471543761007994,0.729147066793117,298.009,-83.809
2017,"CAR",-1.70388429752066,205.19,-0.471543761007994,-1.23234053651267,298.009,-92.819
2018,"CAR",0.146942148760331,268.53,-0.471543761007994,0.618485909768324,298.009,-29.479
2019,"CAR",0.200819672131148,370.25,-0.471543761007994,0.672363433139141,298.009,72.241
2020,"CAR",-0.789173553719008,322.29,-0.471543761007994,-0.317629792711015,298.009,24.281
2021,"CAR",-0.160495867768595,262.96,-0.471543761007994,0.311047893239398,298.009,-35.049
2022,"CAR",-0.787603305785124,258.25,-0.471543761007994,-0.31605954477713,298.009,-39.759
2023,"CAR",-0.678114754098361,316.42,-0.471543761007994,-0.206570993090367,298.009,18.411
2014,"CRU",-0.889421487603306,461.12,-0.432900826446281,-0.456520661157025,403.55,57.57
2015,"CRU",-0.526311475409836,594.9,-0.432900826446281,-0.093410648963555,403.55,191.35
2016,"CRU",0.654132231404959,305.63,-0.432900826446281,1.08703305785124,403.55,-97.92
2017,"CRU",-1.8,266.05,-0.432900826446281,-1.36709917355372,403.55,-137.5
2018,"CRU",0.232396694214876,305.64,-0.432900826446281,0.665297520661157,403.55,-97.91
2019,"CRU",0.272377049180328,571.87,-0.432900826446281,0.705277875626609,403.55,168.32
2020,"CRU",-1.2003305785124,404.74,-0.432900826446281,-0.767429752066116,403.55,1.19
2021,"CRU",0.082396694214876,369.46,-0.432900826446281,0.515297520661157,403.55,-34.09
2022,"CRU",-0.788181818181818,324.21,-0.432900826446281,-0.355280991735537,403.55,-79.34
2023,"CRU",-0.366065573770492,431.88,-0.432900826446281,0.0668352526757892,403.55,28.33
2014,"DAV",0.0286776859504132,439.68,0.396511482183986,-0.367833796233573,330.11625,109.56375
2015,"DAV",0.395491803278688,429.71,0.396511482183986,-0.00101967890529742,330.11625,99.59375
2016,"DAV",0.981652892561984,264.54,0.396511482183986,0.585141410377998,330.11625,-65.57625
2017,"DAV",-0.871239669421488,238.17,0.396511482183986,-1.26775115160547,330.11625,-91.94625
2018,"DAV",0.926528925619835,255.22,0.396511482183986,0.530017443435849,330.11625,-74.89625
2019,"DAV",0.921393442622951,402.32,0.396511482183986,0.524881960438965,330.11625,72.20375
2020,"DAV",0.0464462809917355,331,0.396511482183986,-0.35006520119225,330.11625,0.88375000000002
2021,"DAV",0.743140495867769,280.29,0.396511482183986,0.346629013683783,330.11625,-49.82625
2014,"DEL",1.8104132231405,329.02,1.93416474732421,-0.123751524183715,249.884,79.136
2015,"DEL",2.09295081967213,292.81,1.93416474732421,0.15878607234792,249.884,42.926
2016,"DEL",2.48785123966942,197.35,1.93416474732421,0.553686492345211,249.884,-52.534
2017,"DEL",0.779421487603306,216.53,1.93416474732421,-1.15474325972091,249.884,-33.354
2018,"DEL",2.40809917355372,189.75,1.93416474732421,0.473934426229508,249.884,-60.134
2019,"DEL",2.43106557377049,279.16,1.93416474732421,0.496900826446281,249.884,29.276
2020,"DEL",1.66132231404959,273.39,1.93416474732421,-0.272842433274624,249.884,23.506
2021,"DEL",2.22909090909091,190.21,1.93416474732421,0.294926161766698,249.884,-59.674
2022,"DEL",1.68479338842975,229.12,1.93416474732421,-0.249371358894459,249.884,-20.764
2023,"DEL",1.7566393442623,301.5,1.93416474732421,-0.177525403061916,249.884,51.616
2014,"DLW",-1.11165289256198,632.83,-0.661310933477849,-0.450341959084135,567.907,64.923
2015,"DLW",-0.837459016393443,870.82,-0.661310933477849,-0.176148082915594,567.907,302.913
2016,"DLW",0.576611570247934,431.9,-0.661310933477849,1.23792250372578,567.907,-136.007
2017,"DLW",-2.07471074380165,352.71,-0.661310933477849,-1.4133998103238,567.907,-215.197
2018,"DLW",0.0818181818181818,430.27,-0.661310933477849,0.74312911529603,567.907,-137.637
2019,"DLW",0.050327868852459,798.59,-0.661310933477849,0.711638802330308,567.907,230.683
2020,"DLW",-1.58446280991736,586.65,-0.661310933477849,-0.923151876439507,567.907,18.7429999999999
2021,"DLW",-0.0997520661157025,513.11,-0.661310933477849,0.561558867362146,567.907,-54.797
2022,"DLW",-1.00719008264463,438.99,-0.661310933477849,-0.34587914916678,567.907,-128.917
2023,"DLW",-0.606639344262295,623.2,-0.661310933477849,0.0546715892155535,567.907,55.2929999999999
2014,"DNC",-1.61677685950413,679.74,-1.04339906516732,-0.573377794336811,625.029,54.711
2015,"DNC",-1.11934426229508,987.01,-1.04339906516732,-0.0759451971277605,625.029,361.981
2016,"DNC",-0.0524793388429752,515.02,-1.04339906516732,0.990919726324346,625.029,-110.009
2017,"DNC",-2.3395867768595,388.54,-1.04339906516732,-1.29618771169218,625.029,-236.489
2018,"DNC",-0.401239669421488,415.72,-1.04339906516732,0.642159395745834,625.029,-209.309
2019,"DNC",-0.465491803278688,936.45,-1.04339906516732,0.577907261888633,625.029,311.421
2020,"DNC",-1.60421487603306,602.02,-1.04339906516732,-0.560815810865736,625.029,-23.009
2021,"DNC",-0.521570247933884,550.08,-1.04339906516732,0.521828817233437,625.029,-74.949
2022,"DNC",-1.38099173553719,534.25,-1.04339906516732,-0.337592670369869,625.029,-90.779
2023,"DNC",-0.932295081967213,641.46,-1.04339906516732,0.111103983200108,625.029,16.431
2014,"DNM",-1.2697520661157,519.6,-0.671809714130877,-0.597942351984826,477.932,41.668
2015,"DNM",-0.692131147540984,755.32,-0.671809714130877,-0.0203214334101071,477.932,277.388
2016,"DNM",0.230743801652893,401.1,-0.671809714130877,0.902553515783769,477.932,-76.832
2017,"DNM",-1.96917355371901,278.31,-0.671809714130877,-1.29736383958813,477.932,-199.622
2018,"DNM",-0.147438016528926,312.03,-0.671809714130877,0.524371697601951,477.932,-165.902
2019,"DNM",-0.101639344262295,712.41,-0.671809714130877,0.570170369868581,477.932,234.478
2020,"DNM",-1.12223140495868,469.8,-0.671809714130877,-0.450421690827801,477.932,-8.13200000000001
2021,"DNM",-0.189090909090909,419.83,-0.671809714130877,0.482718805039967,477.932,-58.102
2022,"DNM",-1.00090909090909,412.71,-0.671809714130877,-0.329099376778214,477.932,-65.222
2023,"DNM",-0.456475409836066,498.21,-0.671809714130877,0.215334304294811,477.932,20.278
2015,"DNS",-1.19467213114754,1061.41,-1.00660660253805,-0.188065528609493,688.085555555556,373.324444444444
2016,"DNS",0.000165289256198341,560.71,-1.00660660253805,1.00677189179425,688.085555555556,-127.375555555556
2017,"DNS",-2.37545454545455,434.63,-1.00660660253805,-1.3688479429165,688.085555555556,-253.455555555556
2018,"DNS",-0.34099173553719,509.84,-1.00660660253805,0.665614867000858,688.085555555556,-178.245555555556
2019,"DNS",-0.483032786885246,1025.21,-1.00660660253805,0.523573815652802,688.085555555556,337.124444444444
2020,"DNS",-1.72322314049587,689.33,-1.00660660253805,-0.71661653795782,688.085555555556,1.24444444444441
2021,"DNS",-0.509256198347107,628.57,-1.00660660253805,0.497350404190941,688.085555555556,-59.5155555555556
2022,"DNS",-1.40528925619835,568.74,-1.00660660253805,-0.398682653660299,688.085555555556,-119.345555555556
2023,"DNS",-1.02770491803279,714.33,-1.00660660253805,-0.0210983154947386,688.085555555556,26.2444444444444
2014,"DOR",0.733388429752066,418.27,0.793956509958,-0.0605680802059342,314.448,103.822
2015,"DOR",0.963606557377049,302.57,0.793956509958,0.169650047419049,314.448,-11.878
2016,"DOR",1.32884297520661,252.07,0.793956509958,0.534886465248611,314.448,-62.378
2017,"DOR",-0.306198347107438,302.61,0.793956509958,-1.10015485706544,314.448,-11.838
2018,"DOR",1.26917355371901,239.93,0.793956509958,0.475217043761008,314.448,-74.518
2019,"DOR",1.20508196721311,341.52,0.793956509958,0.411125457255115,314.448,27.072
2020,"DOR",0.562479338842975,341.56,0.793956509958,-0.231477171115025,314.448,27.112
2021,"DOR",0.968760330578512,235.69,0.793956509958,0.174803820620512,314.448,-78.758
2022,"DOR",0.490495867768595,301.77,0.793956509958,-0.303460642189405,314.448,-12.678
2023,"DOR",0.723934426229508,408.49,0.793956509958,-0.0700220837284921,314.448,94.042
2017,"DOW",-0.65198347107438,384.16,0.81941606828343,-1.47139953935781,427.297142857143,-43.1371428571429
2018,"DOW",1.10520661157025,251.29,0.81941606828343,0.285790543286818,427.297142857143,-176.007142857143
2019,"DOW",1.52598360655738,555.75,0.81941606828343,0.706567538273947,427.297142857143,128.452857142857
2020,"DOW",0.525702479338843,502.53,0.81941606828343,-0.293713588944587,427.297142857143,75.2328571428571
2021,"DOW",1.33314049586777,326.26,0.81941606828343,0.513724427584338,427.297142857143,-101.037142857143
2022,"DOW",0.519256198347107,438.37,0.81941606828343,-0.300159869936323,427.297142857143,11.0728571428571
2023,"DOW",1.37860655737705,532.72,0.81941606828343,0.559190489093619,427.297142857143,105.422857142857
2014,"DUN",0.0137190082644628,404.32,0.633832339791356,-0.620113331526893,444.612,-40.292
2015,"DUN",0.739672131147541,774.07,0.633832339791356,0.105839791356185,444.612,329.458
2016,"DUN",1.40586776859504,301.91,0.633832339791356,0.772035428803685,444.612,-142.702
2017,"DUN",-0.709752066115703,343.75,0.633832339791356,-1.34358440590706,444.612,-100.862
2018,"DUN",0.901157024793388,293.57,0.633832339791356,0.267324685002032,444.612,-151.042
2019,"DUN",1.19385245901639,518.34,0.633832339791356,0.560020119225037,444.612,73.728
2020,"DUN",0.279338842975207,548.69,0.633832339791356,-0.35449349681615,444.612,104.078
2021,"DUN",1.13611570247934,343.24,0.633832339791356,0.502283362687983,444.612,-101.372
2022,"DUN",0.28900826446281,384.36,0.633832339791356,-0.344824075328546,444.612,-60.252
2023,"DUN",1.08934426229508,533.87,0.633832339791356,0.455511922503726,444.612,89.258
2015,"EDI",2.1272131147541,482.88,1.95644959279833,0.170763521955772,322.032222222222,160.847777777778
2016,"EDI",2.54165289256198,229.66,1.95644959279833,0.585203299763657,322.032222222222,-92.3722222222222
2017,"EDI",0.484462809917355,289.09,1.95644959279833,-1.47198678288097,322.032222222222,-32.9422222222223
2018,"EDI",1.9996694214876,176.03,1.95644959279833,0.0432198286892773,322.032222222222,-146.002222222222
2019,"EDI",2.52319672131148,400.98,1.95644959279833,0.566747128513149,322.032222222222,78.9477777777778
2020,"EDI",1.35264462809917,388.13,1.95644959279833,-0.603804964699153,322.032222222222,66.0977777777778
2021,"EDI",2.40570247933884,258.51,1.95644959279833,0.449252886540517,322.032222222222,-63.5222222222222
2022,"EDI",1.70752066115702,292.77,1.95644959279833,-0.248928931641301,322.032222222222,-29.2622222222222
2023,"EDI",2.46598360655738,380.24,1.95644959279833,0.509534013759051,322.032222222222,58.2077777777778
2014,"FOF",1.51479338842975,298.93,2.08564970871156,-0.570856320281805,318.008,-19.078
2015,"FOF",2.32090163934426,462.77,2.08564970871156,0.235251930632706,318.008,144.762
2016,"FOF",2.76719008264463,231.79,2.08564970871156,0.681540373933072,318.008,-86.218
2017,"FOF",0.672727272727273,285.64,2.08564970871156,-1.41292243598428,318.008,-32.368
2018,"FOF",2.28479338842975,182.31,2.08564970871156,0.199143679718195,318.008,-135.698
2019,"FOF",2.63213114754098,394.56,2.08564970871156,0.546481438829427,318.008,76.552
2020,"FOF",1.60289256198347,384.05,2.08564970871156,-0.482757146728086,318.008,66.042
2021,"FOF",2.59487603305785,256.3,2.08564970871156,0.509226324346295,318.008,-61.708
2022,"FOF",1.85537190082645,306.73,2.08564970871156,-0.23027780788511,318.008,-11.278
2023,"FOF",2.61081967213115,377,2.08564970871156,0.525169963419591,318.008,58.992
2014,"FOU",0.966694214876033,442.04,1.04009090909091,-0.0733966942148762,318.906,123.134
2015,"FOU",1.21065573770492,347.63,1.04009090909091,0.170564828614009,318.906,28.724
2016,"FOU",1.72512396694215,240.97,1.04009090909091,0.68503305785124,318.906,-77.936
2017,"FOU",-0.129917355371901,262.38,1.04009090909091,-1.17000826446281,318.906,-56.526
2018,"FOU",1.51520661157025,253.76,1.04009090909091,0.475115702479339,318.906,-65.146
2019,"FOU",1.57245901639344,424,1.04009090909091,0.532368107302533,318.906,105.094
2020,"FOU",0.776776859504132,326.14,1.04009090909091,-0.263314049586777,318.906,7.23399999999998
2021,"FOU",1.42644628099174,250.32,1.04009090909091,0.386355371900826,318.906,-68.586
2022,"FOU",0.800578512396694,270.86,1.04009090909091,-0.239512396694215,318.906,-48.046
2023,"FOU",0.536885245901639,370.96,1.04009090909091,-0.50320566318927,318.906,52.054
2014,"FSH",-1.14735537190083,471.55,-0.668384026554667,-0.478971345346159,335.096,136.454
2015,"FSH",-0.521393442622951,464.9,-0.668384026554667,0.146990583931717,335.096,129.804
2016,"FSH",0.0909090909090909,258.85,-0.668384026554667,0.759293117463758,335.096,-76.246
2017,"FSH",-1.93545454545455,218.81,-0.668384026554667,-1.26707051889988,335.096,-116.286
2018,"FSH",-0.0874380165289256,267.45,-0.668384026554667,0.580946010025742,335.096,-67.646
2019,"FSH",0.0216393442622951,441.92,-0.668384026554667,0.690023370816963,335.096,106.824
2020,"FSH",-1.00553719008264,335.12,-0.668384026554667,-0.337153163527977,335.096,0.0240000000000009
2021,"FSH",-0.347190082644628,304.25,-0.668384026554667,0.321193943910039,335.096,-30.846
2022,"FSH",-1.02644628099174,261.21,-0.668384026554667,-0.358062254437068,335.096,-73.886
2023,"FSH",-0.725573770491803,326.9,-0.668384026554667,-0.0571897439371358,335.096,-8.19600000000003
2014,"GLF",0.117851239669421,383.03,0.765126270153096,-0.647275030483674,411.841,-28.811
2015,"GLF",0.959508196721311,622.09,0.765126270153096,0.194381926568216,411.841,210.249
2016,"GLF",1.36561983471074,288.44,0.765126270153096,0.600493564557648,411.841,-123.401
2017,"GLF",-0.711900826446281,371.7,0.765126270153096,-1.47702709659938,411.841,-40.141
2018,"GLF",0.887190082644628,244.17,0.765126270153096,0.122063812491532,411.841,-167.671
2019,"GLF",1.40180327868852,473.52,0.765126270153096,0.636677008535429,411.841,61.679
2020,"GLF",0.470743801652893,506.46,0.765126270153096,-0.294382468500203,411.841,94.619
2021,"GLF",1.34066115702479,311.53,0.765126270153096,0.575534886871698,411.841,-100.311
2022,"GLF",0.493884297520661,396.28,0.765126270153096,-0.271241972632435,411.841,-15.561
2023,"GLF",1.32590163934426,521.19,0.765126270153096,0.560775369191167,411.841,109.349
2017,"HWP",-1.87710743801653,225.47,-0.664316488280721,-1.21279094973581,323.751428571429,-98.2814285714286
2018,"HWP",-0.0273553719008265,282.55,-0.664316488280721,0.636961116379894,323.751428571429,-41.2014285714286
2019,"HWP",0.0778688524590164,479.51,-0.664316488280721,0.742185340739737,323.751428571429,155.758571428571
2020,"HWP",-0.966611570247934,346.54,-0.664316488280721,-0.302295081967213,323.751428571429,22.7885714285715
2021,"HWP",-0.257603305785124,331.3,-0.664316488280721,0.406713182495597,323.751428571429,7.54857142857145
2022,"HWP",-0.957603305785124,270.24,-0.664316488280721,-0.293286817504403,323.751428571429,-53.5114285714286
2023,"HWP",-0.641803278688525,330.65,-0.664316488280721,0.0225132095921962,323.751428571429,6.89857142857142
2014,"INS",-1.01066115702479,510.39,-0.526821162444113,-0.48383999458068,369.367,141.023
2015,"INS",-0.428524590163934,524.34,-0.526821162444113,0.0982965722801789,369.367,154.973
2016,"INS",0.27801652892562,282.74,-0.526821162444113,0.804837691369733,369.367,-86.627
2017,"INS",-1.80917355371901,232.13,-0.526821162444113,-1.2823523912749,369.367,-137.237
2018,"INS",0.0378512396694215,259.84,-0.526821162444113,0.564672402113535,369.367,-109.527
2019,"INS",0.141803278688525,480.47,-0.526821162444113,0.668624441132638,369.367,111.103
2020,"INS",-0.938181818181818,376.78,-0.526821162444113,-0.411360655737705,369.367,7.41300000000001
2021,"INS",-0.14702479338843,372.9,-0.526821162444113,0.379796369055683,369.367,3.53299999999996
2022,"INS",-0.882644628099174,283.78,-0.526821162444113,-0.35582346565506,369.367,-85.587
2023,"INS",-0.509672131147541,370.3,-0.526821162444113,0.0171490312965723,369.367,0.932999999999993
2014,"KCK/KCZ",-0.571239669421488,435.58,0.201431005283837,-0.772670674705324,362.8245,72.7555
2015,"KCK/KCZ",-0.00762295081967212,642.095,0.201431005283837,-0.209053956103509,362.8245,279.2705
2016,"KCK/KCZ",1.04876033057851,264.685,0.201431005283837,0.847329325294676,362.8245,-98.1395
2017,"KCK/KCZ",-1.07714876033058,227.935,0.201431005283837,-1.27857976561442,362.8245,-134.8895
2018,"KCK/KCZ",0.600206611570248,230.685,0.201431005283837,0.398775606286411,362.8245,-132.1395
2019,"KCK/KCZ",0.514590163934426,476.11,0.201431005283837,0.313159158650589,362.8245,113.2855
2020,"KCK/KCZ",0.054297520661157,368.195,0.201431005283837,-0.14713348462268,362.8245,5.37049999999999
2021,"KCK/KCZ",0.757727272727273,289.96,0.201431005283837,0.556296267443436,362.8245,-72.8645
2022,"KCK/KCZ",-0.00177685950413225,291.025,0.201431005283837,-0.203207864787969,362.8245,-71.7995
2023,"KCK/KCZ",0.696516393442623,401.975,0.201431005283837,0.495085388158786,362.8245,39.1505
2014,"LVN",0.178760330578512,399.54,0.803048841620377,-0.624288511041864,430.132,-30.592
2015,"LVN",1.08680327868852,587.72,0.803048841620377,0.283754437068148,430.132,157.588
2016,"LVN",1.43289256198347,303.78,0.803048841620377,0.629843720363094,430.132,-126.352
2017,"LVN",-0.699256198347107,413.71,0.803048841620377,-1.50230503996748,430.132,-16.422
2018,"LVN",1.03479338842975,251.03,0.803048841620377,0.231744546809375,430.132,-179.102
2019,"LVN",1.45811475409836,566.95,0.803048841620377,0.655065912477984,430.132,136.818
2020,"LVN",0.476115702479339,503.61,0.803048841620377,-0.326933139141038,430.132,73.478
2021,"LVN",1.2703305785124,318.38,0.803048841620377,0.46728173689202,430.132,-111.752
2022,"LVN",0.465950413223141,432.25,0.803048841620377,-0.337098428397236,430.132,2.11799999999999
2023,"LVN",1.32598360655738,524.35,0.803048841620377,0.522934764937,430.132,94.218
2014,"MCH",0.418595041322314,315.45,1.03736587183308,-0.618770830510771,342.901,-27.451
2015,"MCH",1.19188524590164,548.21,1.03736587183308,0.154519374068554,342.901,205.309
2016,"MCH",1.57289256198347,244.19,1.03736587183308,0.535526690150386,342.901,-98.711
2017,"MCH",-0.51801652892562,285.07,1.03736587183308,-1.5553824007587,342.901,-57.831
2018,"MCH",1.16446280991736,211.65,1.03736587183308,0.12709693808427,342.901,-131.251
2019,"MCH",1.69852459016393,390.63,1.03736587183308,0.66115871833085,342.901,47.729
2020,"MCH",0.761818181818182,413.09,1.03736587183308,-0.275547690014903,342.901,70.189
2021,"MCH",1.65396694214876,261.17,1.03736587183308,0.616601070315675,342.901,-81.731
2022,"MCH",0.812644628099174,314.43,1.03736587183308,-0.224721243733911,342.901,-28.471
2023,"MCH",1.61688524590164,445.12,1.03736587183308,0.579519374068554,342.901,102.219
2014,"MUN",1.57694214876033,402.89,1.73552797723886,-0.158585828478526,300.844,102.046
2015,"MUN",1.82688524590164,351.56,1.73552797723886,0.0913572686627828,300.844,50.716
2016,"MUN",2.39752066115702,229.89,1.73552797723886,0.661992683918168,300.844,-70.954
2017,"MUN",0.543305785123967,232.39,1.73552797723886,-1.19222219211489,300.844,-68.454
2018,"MUN",2.28421487603306,243.53,1.73552797723886,0.548686898794202,300.844,-57.314
