"site"	"year"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"RTH"	"2013"	"2.85356617494237"	"1.79913996188796"	"2.31734580089097"	"2.76451688707978"	"2.32703488099686"	"1.7725319208881"	"1.46565351843864"	"1.71039462491687"	"2.0879442864016"	"2.00000368213239"	"1.67735977298083"	"3.27143097310592"
"AVI"	"2013"	"3.45496845583646"	"2.55073402876604"	"2.50257015552304"	"3.43232642782909"	"3.09254545261186"	"2.07400505897879"	"2.40296674705102"	"2.60163766850942"	"2.48624189474628"	"2.50834937353934"	"2.86467709826385"	"4.52371213887847"
"AVN"	"2013"	"3.02472041976943"	"2.30013501070863"	"2.38361464963331"	"3.04621805854821"	"2.78785140461487"	"1.92614698683116"	"2.11686123315306"	"2.29238454054839"	"2.29174110871618"	"2.17779957255697"	"2.4941760062163"	"3.9867167690667"
"CAR"	"2013"	"3.76739461374304"	"2.84445444442172"	"3.57188277190037"	"3.81952119146968"	"3.5048899903495"	"2.61191140750138"	"3.08769180076818"	"3.11305466153488"	"3.28152881810377"	"2.94737858114011"	"3.26990533245377"	"4.67447629906027"
"SLS"	"2013"	"4.77643355254486"	"3.12487616741192"	"4.21072936223975"	"4.82112512191386"	"3.99135577391352"	"3.02482407713396"	"3.85819223715192"	"3.81481836918832"	"3.97729504362027"	"3.70144717771082"	"4.27216325319927"	"5.67001660151114"
"TOM"	"2013"	"3.77920993888537"	"2.51781652835734"	"3.33174252953745"	"3.81822419248184"	"3.19356826683439"	"2.51467625344074"	"3.08957046697399"	"2.91852932152168"	"3.09805613029818"	"2.84104486028834"	"3.00779556765419"	"4.40596046246484"
"DAV"	"2013"	"3.83527459931052"	"2.8024188412346"	"2.79456300377781"	"3.99364583114039"	"3.32735580947937"	"2.71053265998753"	"3.14889672467066"	"3.00307155612936"	"3.12099538497294"	"3.01423778267677"	"3.26161573290825"	"4.38096371807843"
"ART"	"2013"	"5.08743041079358"	"4.07335622833271"	"4.66995282358097"	"5.26581411218748"	"4.91594182571044"	"3.87981363902155"	"4.02999110519807"	"4.19113599952895"	"4.6842338958644"	"4.37940235536874"	"5.30044146521335"	"6.2885594688018"
"MUN"	"2013"	"5.22058397958509"	"4.34243539614374"	"4.81059346405209"	"5.29940017443643"	"5.10233125624735"	"3.9834580939911"	"4.15272265326554"	"4.32445246519437"	"4.85984197387203"	"4.53739305406654"	"5.42937397702527"	"6.44424382004545"
"FOU"	"2013"	"3.50471181940266"	"3.05124493568736"	"3.51020361683818"	"3.7121406821701"	"4.03292376378186"	"3.05503972778734"	"3.19798853647648"	"2.98124692844034"	"3.44615668610952"	"2.97656972942572"	"3.33477777568353"	"4.42326738507126"
"ALN"	"2013"	"4.17857524787695"	"3.66135761469706"	"4.41030086361763"	"4.26754027389418"	"4.49625177330025"	"3.47998098204029"	"3.6333311817388"	"3.28910770440158"	"4.141585628737"	"3.54078353547191"	"4.1240558943564"	"5.40987111232531"
"DEL"	"2013"	"4.66247407016898"	"4.12539273126465"	"4.80914817899403"	"4.7976235854786"	"4.58666692472173"	"3.71356920595589"	"3.9593149905116"	"3.5844743754659"	"4.56419258720298"	"3.98840905480165"	"4.64862807028568"	"5.84668323296211"
"TAI"	"2013"	"4.22580676254341"	"3.67127497324917"	"4.45200904485079"	"4.72630609966144"	"4.50640584505238"	"3.58640817677483"	"3.73727584863339"	"3.55558064111528"	"3.75783897035378"	"3.54238426906841"	"4.22349695625624"	"5.09029134917774"
"SPD"	"2013"	"5.42697412318532"	"4.50918126893892"	"5.23850681323845"	"5.73172739265264"	"4.96693478061645"	"4.18171978176004"	"4.21581615021106"	"4.09593757293888"	"4.57268323179915"	"4.42292406464764"	"5.67458961821757"	"6.76232196414639"
"OSP"	"2013"	"4.49618251568004"	"3.7847464430422"	"4.92186057288603"	"5.03457449238265"	"4.37638724223374"	"3.75520180534738"	"3.81525811060029"	"3.59148880103829"	"4.01851034532723"	"3.74942461694997"	"4.55629272705912"	"5.47813484430883"
"DOR"	"2013"	"5.40200473412647"	"4.52823562425694"	"5.86392842357852"	"5.72773337501565"	"5.10150871396327"	"4.27370119745271"	"4.33139967072254"	"4.26552735699546"	"4.76845392753617"	"4.54904507294027"	"5.52765389036567"	"6.45793544344723"
"EDI"	"2014"	"5.74345849724292"	"7.3353884398496"	"7.27777826496487"	"5.68815747505672"	"4.73367677314256"	"3.60375976472146"	"4.27084981960745"	"5.24638139161486"	"3.77840168161914"	"6.42899929961488"	"4.36830031099059"	"6.72561273009016"
"RSY"	"2014"	"5.8216781477224"	"7.38213107793401"	"7.09458927689871"	"5.68630401888727"	"4.80023395141642"	"3.84015600307587"	"4.26438858914753"	"5.19825079715698"	"3.89604062407379"	"6.22418022456835"	"4.50163403281862"	"6.28169186443184"
"FOF"	"2014"	"6.63442929635887"	"8.35092187665664"	"7.89726803416402"	"6.23236737909379"	"5.2087895538451"	"4.27578972079764"	"4.747480979235"	"5.749867650443"	"4.36756554681761"	"7.03296075061035"	"5.24400184671702"	"6.96766760214702"
"BAD"	"2014"	"6.73103555036347"	"8.65900415975896"	"8.26190268830098"	"6.33926213170294"	"5.22662698658916"	"4.36356282754301"	"5.02100171466226"	"5.88179615373122"	"4.5064878053865"	"7.40233001157992"	"5.45266414521584"	"7.07511696925578"
"LVN"	"2014"	"5.31314149706585"	"6.82577718177153"	"6.56619278830519"	"5.01166579752638"	"4.25936586059386"	"3.53713609132837"	"4.11986916583181"	"4.79326868774776"	"3.49096827254426"	"5.7477854165645"	"3.97555637987712"	"5.58886521742861"
"DOW"	"2014"	"5.61379102398478"	"7.22696903447321"	"6.92058952492503"	"5.34128739856458"	"4.50243980580156"	"3.73198066571029"	"4.30053224252863"	"5.02072395684195"	"3.71507154955714"	"6.09132426165781"	"4.2986238847422"	"5.83722224062986"
"GLF"	"2014"	"4.54653701942279"	"5.92808800076468"	"5.80492157142422"	"4.30601862752567"	"3.62947777426384"	"2.97626541948505"	"3.59266075409714"	"4.3515346120528"	"2.95426636811028"	"5.08392658613152"	"3.2930101131042"	"5.01659414904556"
"SER"	"2014"	"3.19045265470695"	"4.212695070218"	"4.25075677159655"	"3.35037114645521"	"2.83391923846577"	"2.29494689235114"	"2.70845440258684"	"3.312465981166"	"2.16455622497964"	"3.43865932999589"	"2.13339022969167"	"3.37449439432162"
"MCH"	"2014"	"4.65501362561146"	"6.01642079007423"	"5.88016659797654"	"4.66202119817106"	"3.82540217375413"	"3.02416397343794"	"3.53568591046504"	"4.4625712717891"	"3.08108634062595"	"5.20344949106594"	"3.41132187532592"	"5.13183945621941"
"PTH"	"2014"	"2.76104318738449"	"3.72239246132402"	"3.812960141111"	"2.88154732993393"	"2.54443033745353"	"2.15548182295917"	"2.53511593805559"	"3.05050559846298"	"1.96673049231553"	"3.00813474331853"	"1.81585466099286"	"2.71325143737259"
"STY"	"2014"	"2.78736537553555"	"3.74858453564239"	"3.83291943742051"	"2.68868787851987"	"2.49056785811694"	"2.21502559594598"	"2.59045496766147"	"3.107763796797"	"1.99958311617452"	"3.06920059448566"	"1.83554111818522"	"2.64998262605248"
"BIR"	"2014"	"3.48743776746458"	"4.55684359189309"	"4.55830026811519"	"3.23619592721027"	"3.0596324451619"	"2.66236450358493"	"3.02556267343448"	"3.69512956976883"	"2.44737076625621"	"3.88005469638926"	"2.42061327125111"	"3.59424540570347"
"DUN"	"2014"	"2.8641477093681"	"3.62560205355541"	"3.71541868259876"	"2.54433170606324"	"2.3817555062582"	"2.1510336013636"	"2.54139886835937"	"3.00141312275954"	"1.87966600672441"	"2.98545517656871"	"1.72125978223658"	"2.90441692564122"
"BLG"	"2014"	"4.03858614091863"	"4.88730187521863"	"4.68210039212711"	"3.69258646612934"	"3.08832464385526"	"2.66933589022685"	"3.14909854744297"	"3.69920946382963"	"2.62261449950306"	"4.01974408966867"	"2.73140445354239"	"3.69941356952892"
"PIT"	"2014"	"4.42365833418215"	"5.27817481429186"	"5.08272243629317"	"3.89126283328143"	"3.2486158087762"	"2.82663386356206"	"3.36982745630809"	"3.98680249447494"	"2.84152606993556"	"4.43354548088898"	"3.05197853019091"	"4.16744116917354"
"KCK"	"2014"	"3.44101816353214"	"4.11065683337199"	"3.94994372664347"	"3.28967626398733"	"2.74832937645777"	"2.42687892877944"	"2.86583348345015"	"3.24767822456214"	"2.31100973827139"	"3.38821185168599"	"2.409859937141"	"3.07161393664204"
"KCZ"	"2014"	"3.44101816353214"	"4.11065683337199"	"3.94994372664347"	"3.28967626398733"	"2.74832937645777"	"2.42687892877944"	"2.86583348345015"	"3.24767822456214"	"2.31100973827139"	"3.38821185168599"	"2.409859937141"	"3.07161393664204"
"BLA"	"2014"	"3.39677954898785"	"4.04066859498659"	"3.85578581257696"	"3.29223492716142"	"2.69895655405142"	"2.35000023046675"	"2.77088733302428"	"3.10362345728108"	"2.23445660569082"	"3.32266012742522"	"2.47817198765657"	"3.12380948632054"
"CAL"	"2014"	"4.01811080351175"	"4.89735175852626"	"4.6018667350585"	"3.75144295018272"	"3.051030795872"	"2.65672481308242"	"3.20384981240937"	"3.67944913755385"	"2.5456228209472"	"4.15816764840749"	"3.15238163174648"	"4.32167259215493"
"DNM"	"2014"	"3.59567036547902"	"4.50110463356028"	"4.16560378174182"	"3.2641967672324"	"2.80769133706751"	"2.5855813232477"	"3.02370403515908"	"3.35036867035649"	"2.35756880116315"	"3.74302258138741"	"2.82734745343413"	"3.62159615036357"
"DNC"	"2014"	"4.40999643668861"	"5.54144275235834"	"5.00722892541356"	"3.73004647476989"	"3.19448432874732"	"2.93302503669958"	"3.39112514933704"	"3.75969028908565"	"2.76736991830584"	"4.68911107806971"	"3.49451116692037"	"4.56656537166136"
"DNS"	"2014"	"5.59431896060458"	"6.88696830450655"	"6.12678259245763"	"4.61553572978909"	"3.72150153892999"	"3.3534111622724"	"3.94054925971667"	"4.50373009339158"	"3.31517636420374"	"6.00939773896167"	"4.41996259391811"	"6.02283484047757"
"DLW"	"2014"	"4.44524380094935"	"5.27139558030816"	"4.65454619175594"	"3.65852075959745"	"2.69904117451129"	"2.45690257597902"	"2.93487326213042"	"3.19267192398452"	"2.32484287645886"	"4.27873571693122"	"3.03711243639724"	"4.26523136315253"
"CRU"	"2014"	"4.73830021175868"	"5.31806156328832"	"5.00901846788678"	"4.64167012953943"	"3.29774736851145"	"2.79591123612455"	"3.06048521425324"	"3.50142381622582"	"2.79132602335954"	"4.68994820917394"	"3.39406164153934"	"4.74884490097701"
"NEW"	"2014"	"3.61750375844752"	"4.16681225991572"	"4.085546167903"	"3.5203008142915"	"2.8544150068519"	"2.57608298825837"	"2.62165979854274"	"2.95802102442692"	"2.44800896541526"	"3.76523736859772"	"2.69198654308638"	"3.82041950167484"
"HWP"	"2014"	"2.65479268374668"	"3.13524886176012"	"2.90667286102518"	"2.53882998980446"	"2.08139237524598"	"1.98346855918518"	"1.65743165520428"	"2.0026333173316"	"1.79499282793062"	"2.51751478861799"	"1.99736486437242"	"2.39507457982362"
"INS"	"2014"	"3.49093367627986"	"3.91029448750823"	"3.70033359863091"	"3.4999497812774"	"2.61621654155785"	"2.37628959324994"	"2.20514521304751"	"2.57021729359293"	"2.25920380100033"	"3.37879953598943"	"2.66948065450327"	"3.26503822737844"
"FSH"	"2014"	"3.1156875319042"	"3.55070932627182"	"3.24665884315246"	"3.07553846743203"	"2.31578485947781"	"2.05353507730935"	"1.71464587366855"	"2.15283581423565"	"1.8908792719723"	"2.93595683779855"	"2.30805562857858"	"2.82640000300453"
"RTH"	"2014"	"2.62070235481196"	"2.9830688833365"	"2.75758732208631"	"2.45563130321103"	"1.87735389407903"	"1.55184235861777"	"1.30830682092171"	"1.64610668850835"	"1.3757019062848"	"2.3376920028169"	"1.58232394765145"	"2.37041918956817"
"AVI"	"2014"	"3.29114285752518"	"3.81349510339914"	"3.69233824642529"	"2.9246075494103"	"2.26872677403081"	"1.7936445941665"	"2.20218003528179"	"2.29934907666003"	"1.72858561782021"	"3.13906841463795"	"2.10033265918141"	"3.24044086627734"
"AVN"	"2014"	"2.91176350710221"	"3.43691661334601"	"3.2971892020215"	"2.58248959587761"	"2.05754801781635"	"1.71757607446222"	"1.92869697618514"	"2.02602516814164"	"1.62558252547563"	"2.67738645447574"	"1.8688664177113"	"2.7327132437795"
"CAR"	"2014"	"3.50196742655221"	"4.11014686662263"	"4.06297938662957"	"3.42210099605885"	"2.66910317253174"	"2.47644254589164"	"2.80342689754039"	"2.96794300541679"	"2.50057733896582"	"3.46480914001286"	"2.86835514709749"	"3.46835987541172"
"SLS"	"2014"	"4.42889815958434"	"4.77346829648405"	"5.02681727201672"	"4.54528384276819"	"3.25370336321831"	"2.65493467063409"	"3.52075940452566"	"3.73963573391607"	"2.86713526649021"	"4.69949731193686"	"3.38382977551163"	"4.92418358876871"
"TOM"	"2014"	"3.52119868009768"	"3.87308871393977"	"3.93261387949006"	"3.54523504345203"	"2.56412667911312"	"2.2158494048154"	"2.77344042975513"	"2.91646542105132"	"2.20501139567506"	"3.4245865711394"	"2.53600073841152"	"3.53581913115687"
"DAV"	"2014"	"3.71481090354966"	"4.03191616506906"	"4.13690624498276"	"3.88219990867577"	"2.51063979804338"	"2.29040042340447"	"2.81322871243677"	"3.11691356336535"	"2.23070886622742"	"3.3907765594549"	"2.36479061903835"	"3.59042141451403"
"ART"	"2014"	"4.9359042575754"	"5.70125308116952"	"5.80422885417772"	"5.12982779149875"	"3.75146487235696"	"3.54585126815135"	"3.74236632638203"	"4.69190662524448"	"3.62038405324366"	"5.04002837488446"	"3.57170071615291"	"5.61777160336538"
"MUN"	"2014"	"5.08342132001918"	"5.9482518591631"	"5.91386850182432"	"5.11154145193458"	"3.83819514913622"	"3.71370932602707"	"3.86284072888107"	"4.86754015518916"	"3.81081412226238"	"5.11569977908883"	"3.78270456589416"	"5.602485316214"
"FOU"	"2014"	"3.31688841773405"	"4.15864816376394"	"4.2374558427927"	"3.26568419816667"	"2.81512962750487"	"2.92172716106223"	"2.97757025221358"	"3.33657162369768"	"2.79556497113045"	"3.34676031958294"	"2.2513949637332"	"3.6551124424076"
"ALN"	"2014"	"3.99397600698161"	"5.0060867471673"	"4.94960563772348"	"3.79414818193116"	"3.29667159802784"	"3.30891485548024"	"3.34559540058705"	"3.82233894802557"	"3.32737584712792"	"4.05594408804495"	"2.85957224991556"	"4.55487453226744"
"DEL"	"2014"	"4.58063542529475"	"5.5612243322851"	"5.39032504052621"	"4.52908068549523"	"3.55248224369416"	"3.49174709505528"	"3.53905928999237"	"4.18385856772249"	"3.61228006622708"	"4.40810353708782"	"3.36777551097542"	"4.86474005761497"
"TAI"	"2014"	"4.11264818050204"	"4.7956652966617"	"5.09678407217886"	"4.37242267491673"	"3.35745895855199"	"3.39128067076058"	"3.3145110247289"	"4.09822020167589"	"3.00645752246786"	"3.85765756477721"	"3.03274437170587"	"4.16599237414221"
"SPD"	"2014"	"5.45281001460037"	"6.31390343348007"	"6.01237213692129"	"5.71876360297524"	"4.09828501028459"	"3.77326553509263"	"3.74926805490955"	"4.78891482497248"	"3.59102454171231"	"5.14769702757304"	"3.99852332340344"	"6.15199641871915"
"OSP"	"2014"	"4.55014913637686"	"5.27504288186594"	"5.28830110606566"	"5.10126598802341"	"3.73173716683777"	"3.47375186235987"	"3.32493460769589"	"4.25525634834151"	"3.1691386897409"	"4.23396572527448"	"3.33408450696537"	"4.80750799898996"
"DOR"	"2014"	"5.43478913519542"	"6.15632333429596"	"6.21408756633776"	"5.71877310628552"	"4.2653781157291"	"4.05976905915437"	"3.82529016647926"	"5.10100305037623"	"3.77788032227202"	"5.078465363756"	"4.19163576912944"	"5.5932750207292"
"EDI"	"2015"	"8.241629019314"	"6.60085398235024"	"6.8495665699031"	"5.21657243058549"	"6.47421346907501"	"4.9934978931607"	"4.44912246453105"	"4.77591028664687"	"4.15503235855662"	"4.1345343640205"	"6.52410762429011"	"7.56728306732771"
"RSY"	"2015"	"7.82316924378873"	"6.30016716880099"	"6.65035015873467"	"5.17641091976564"	"6.3527193719773"	"5.05271159760469"	"4.621901471245"	"4.66955973205636"	"4.24650968024693"	"4.08092061736403"	"6.05834838981092"	"7.15641843951516"
"FOF"	"2015"	"8.62359472118298"	"7.13729563135735"	"7.38047960683229"	"5.66962021418673"	"6.86541032613106"	"5.55801534729125"	"5.08868046761435"	"5.34423984372257"	"4.8700878762358"	"4.65808397733375"	"6.77097393453"	"8.02514155003212"
"BAD"	"2015"	"8.70022341349012"	"7.57062526591757"	"7.68653256331887"	"5.72187206595058"	"7.04586491144985"	"5.81350344642727"	"5.0934904951732"	"5.83598734131566"	"5.1323334783173"	"5.0545970698022"	"7.17865074173901"	"8.67306021794728"
"LVN"	"2015"	"6.98070024946962"	"5.87223273709627"	"6.15702320490991"	"4.64052146921928"	"5.88360669513431"	"4.85003331255265"	"4.28039916942284"	"4.61451935304477"	"3.9220777180778"	"3.80567711317278"	"5.60489221001148"	"6.83593063775378"
"DOW"	"2015"	"7.34238543910938"	"6.18102355976865"	"6.46039840085286"	"4.86670564621347"	"6.192590680758"	"5.0954962554127"	"4.4453334906141"	"4.86377875032004"	"4.17135640553517"	"4.09149503586007"	"5.95548602356615"	"7.21141754826941"
"GLF"	"2015"	"6.27174895654312"	"5.31111251005353"	"5.49403762288796"	"3.99599519570838"	"5.2846772280374"	"4.30985780203731"	"3.64012805530594"	"4.18950451493571"	"3.34548593414781"	"3.34630776822947"	"5.06595451010151"	"5.91052732949788"
"SER"	"2015"	"4.40454654335282"	"3.65504609853679"	"4.03514976393977"	"2.98436937810238"	"4.15171840610691"	"3.33904727865373"	"2.76455380091243"	"3.09040451028349"	"2.35419671295932"	"2.30293236851782"	"3.35206732450976"	"3.94919079984672"
"MCH"	"2015"	"6.4033625674581"	"5.34926667385902"	"5.58375932973098"	"4.11666780665731"	"5.6001179710288"	"4.39280782269179"	"3.63886953030904"	"4.16600024875324"	"3.290253860348"	"3.44660700411585"	"5.14141047673121"	"5.85369982122693"
"PTH"	"2015"	"3.70284164444236"	"3.19375569705406"	"3.54759160606224"	"2.58221440896713"	"3.66068304560727"	"3.03589669561639"	"2.50155454404021"	"2.9654583727201"	"2.28720898748593"	"2.11098194192123"	"2.73410614073337"	"3.30364334896388"
"STY"	"2015"	"3.61821826614403"	"3.20782991086047"	"3.51615923676702"	"2.5059191619659"	"3.50856478944741"	"3.00733976005618"	"2.55652672652317"	"3.08010886493206"	"2.45171257147938"	"2.19327300175226"	"2.64116725109986"	"3.29254280927082"
"BIR"	"2015"	"4.6080793919526"	"3.92229981020142"	"4.18239824006315"	"3.12586065133118"	"4.35756492106426"	"3.55105746266424"	"3.17516033122107"	"3.40867226521461"	"2.85188577208433"	"2.69854624447435"	"3.4378009422937"	"4.2660939428569"
"DUN"	"2015"	"3.86514803461936"	"3.11602580254615"	"3.42692372756984"	"2.50852793194424"	"3.52444750832403"	"2.97344991548549"	"2.67571742047547"	"2.72819780920431"	"2.23518717195633"	"2.02501625869871"	"2.73289372104787"	"3.43187042995669"
"BLG"	"2015"	"4.66443526151544"	"3.80022037225767"	"4.09057771028641"	"3.17698844195725"	"4.31088266423132"	"3.48730939389795"	"3.34333749286626"	"3.3674003441587"	"3.05895641236225"	"2.87280584546702"	"3.73840698157461"	"4.5537999562361"
"PIT"	"2015"	"5.08286518658206"	"4.12930516076126"	"4.38204951412134"	"3.39068087668808"	"4.5579211702357"	"3.66363367759097"	"3.58705942462925"	"3.58830904629548"	"3.32968523147514"	"3.14351434812654"	"4.20139863114866"	"5.08028872084827"
"KCK"	"2015"	"3.69415988011407"	"3.02233813294624"	"3.34997389879343"	"2.74169000669923"	"3.69712798400196"	"2.96752282854394"	"3.05802098105902"	"2.93152086745453"	"2.70780449722048"	"2.48942085851526"	"3.13200457753075"	"3.90117992083735"
"KCZ"	"2015"	"3.69415988011407"	"3.02233813294624"	"3.34997389879343"	"2.74169000669923"	"3.69712798400196"	"2.96752282854394"	"3.05802098105902"	"2.93152086745453"	"2.70780449722048"	"2.48942085851526"	"3.13200457753075"	"3.90117992083735"
"BLA"	"2015"	"3.64205094611454"	"2.91144550925682"	"3.27960047028062"	"2.69731884378936"	"3.6510168143963"	"2.88710203073"	"2.96431326229942"	"2.81798168104421"	"2.57662152515246"	"2.41176524703887"	"3.24187734253914"	"4.03201721883913"
"CAL"	"2015"	"4.91020191555575"	"3.88679978239468"	"4.20117750968417"	"3.3560244646188"	"4.43553692954493"	"3.39161351052897"	"3.51957980639389"	"3.29060115544806"	"2.8756658686966"	"2.8519781458398"	"4.47262684342111"	"5.27969892497755"
"DNM"	"2015"	"4.25938452845455"	"3.47804851071987"	"3.80281989979139"	"2.99453224246512"	"3.94355996567483"	"3.14116832519938"	"3.29296115548943"	"3.14723410196297"	"2.80332661121189"	"2.64383567758714"	"3.76282604004893"	"4.70969271769341"
"DNC"	"2015"	"5.50525363598886"	"4.38202225804877"	"4.7057985671817"	"3.56153795423037"	"4.66733578806192"	"3.70212862343369"	"3.73864993096224"	"3.67157842235988"	"3.32892995904111"	"3.18919396539712"	"4.81165544643075"	"5.96404227402841"
"DNS"	"2015"	"7.33811666060362"	"5.73084404858439"	"6.01440043523722"	"4.35342382202381"	"5.70551107913957"	"4.46030472796951"	"4.30999732698701"	"4.56025637121994"	"4.03393149844615"	"4.01139247944895"	"6.39520932146403"	"7.60103533862472"
"DLW"	"2015"	"5.55234523832848"	"4.13543342002257"	"4.57245706264623"	"3.07208706928479"	"4.16995242191491"	"3.42968308850542"	"3.02763234472552"	"3.39189058082954"	"2.94194692571542"	"2.88378669009062"	"4.71877638156846"	"5.78001676545474"
"CRU"	"2015"	"6.00497137653085"	"4.22122266767524"	"4.89596938485083"	"3.67103682810651"	"4.88491394217244"	"3.72038933848968"	"3.28268777916556"	"3.19914336482496"	"2.82376182111642"	"3.01323073358438"	"5.04435365524493"	"5.95201717731144"
"NEW"	"2015"	"4.58810753492915"	"3.3727193611879"	"3.917127699388"	"3.0302033297194"	"3.88548547816178"	"3.04129147263825"	"2.81561789619764"	"2.54714949075535"	"2.50288775896453"	"2.3118824309033"	"3.85468378571462"	"4.8136842890459"
"HWP"	"2015"	"2.58187210092717"	"2.24954871239295"	"2.65530072292716"	"1.84519004814089"	"2.14729316667325"	"1.93166454982421"	"1.57921050471844"	"1.97520786429661"	"2.10044607614459"	"1.61919523602958"	"2.52528726670578"	"3.56267061415476"
"INS"	"2015"	"3.55334898300873"	"2.81845707332671"	"3.36831902359227"	"2.36338351061854"	"2.93577662474994"	"2.46174097328275"	"2.081577910087"	"2.43735901034677"	"2.45349040885559"	"2.16534187704133"	"3.46059285031963"	"4.59275879970327"
"FSH"	"2015"	"3.01856460122938"	"2.53543820355808"	"3.00582759991235"	"2.00914153195782"	"2.43356191779986"	"2.08573066146453"	"1.58650730378129"	"2.14799253140586"	"2.10661715626925"	"1.84635365476835"	"3.02077265329004"	"4.13320627611733"
"RTH"	"2015"	"2.84399854878003"	"2.31360685448637"	"2.68869802785714"	"1.85462498198274"	"2.26805700930199"	"1.86934873527863"	"1.29613502343937"	"1.65463629165093"	"1.48363577789645"	"1.45273457131852"	"2.46397530478173"	"3.28123741195811"
"AVI"	"2015"	"4.01371443507224"	"3.5831074140786"	"3.70212054881279"	"2.68196936957909"	"3.07435475266899"	"2.41514283427521"	"2.30618456402228"	"2.42481082870849"	"1.9292206427911"	"2.07488290774092"	"3.26546133300109"	"4.0067853855576"
"AVN"	"2015"	"3.45190307311834"	"3.12688566368166"	"3.29037565804278"	"2.40089030200855"	"2.69973449269462"	"2.20844950536726"	"2.04250976850723"	"2.12139463745687"	"1.82439665388535"	"1.82523830923454"	"2.75823384853896"	"3.46814921775484"
"CAR"	"2015"	"4.05668792584424"	"3.83593515806988"	"3.98495838727178"	"3.00746973814981"	"3.21583161856871"	"2.70516283268969"	"2.89885782021319"	"2.9044616683257"	"2.73887479855854"	"2.43948337134562"	"3.47430319761166"	"4.22216744990699"
"SLS"	"2015"	"5.83031319173369"	"4.8566178745829"	"5.05357637825591"	"3.936630134971"	"4.47846472741921"	"3.34187571024992"	"3.70597349839049"	"3.48710100405392"	"2.80126354553941"	"2.9760528495067"	"4.92317116170008"	"5.33346670183665"
"TOM"	"2015"	"4.27787999970179"	"3.49558543541862"	"3.8338366860874"	"2.88553258359442"	"3.40340970622779"	"2.6685764420289"	"2.8699984118589"	"2.77172131434095"	"2.32546714569078"	"2.25800501197498"	"3.62504274148949"	"4.24830026547858"
"DAV"	"2015"	"4.76040171488893"	"3.71448132997595"	"4.08125157353975"	"2.92337889025994"	"3.72802686100196"	"2.89875983539825"	"2.86386967328928"	"2.96722348692906"	"2.5700565045239"	"2.45767379119509"	"3.65108201346144"	"4.11862467641656"
"ART"	"2015"	"7.12300849258159"	"5.67259347210441"	"5.80895683991862"	"4.47787779547989"	"5.77179991189197"	"4.24679306615891"	"4.31006355798642"	"3.9796793862123"	"3.94794844472066"	"3.69156653425782"	"5.2539413216221"	"5.57128180387553"
"MUN"	"2015"	"7.09117601830355"	"5.81588955778716"	"5.84585176924741"	"4.4820632050628"	"5.77773528970895"	"4.29471067494111"	"4.45487422620878"	"4.1705382584315"	"4.29511100208458"	"3.86228615157441"	"5.21951092834169"	"5.63753806975729"
"FOU"	"2015"	"4.64546809719688"	"3.94186706169326"	"4.05501915980083"	"3.06694740911165"	"4.21008339798254"	"3.24743124448737"	"3.45019951275157"	"2.89001686517623"	"3.25376015295771"	"2.56614405762741"	"3.23809305604019"	"3.90221940259126"
"ALN"	"2015"	"5.55374783434114"	"4.76080749223424"	"4.72702120710706"	"3.64383376543299"	"4.97205812263144"	"3.70187931862998"	"3.96919694716941"	"3.16928855759863"	"3.75536625114883"	"3.02990128736712"	"3.98757714615437"	"4.76049466282485"
"DEL"	"2015"	"5.90928611941862"	"5.16493141955372"	"5.14102503724603"	"4.05201372240816"	"5.28743884706793"	"3.89442970206614"	"4.10798874372916"	"3.53164301742303"	"4.09173222724146"	"3.38209578789905"	"4.41009527994254"	"5.13343755189111"
"TAI"	"2015"	"5.1924950052102"	"4.51470129599551"	"4.81898537921079"	"3.9517233531665"	"4.95860893723269"	"3.67683862700128"	"3.74901483003973"	"3.53488669429928"	"3.50311132662826"	"3.03356697934147"	"3.89636532040001"	"4.45834186938283"
"SPD"	"2015"	"7.45595648376472"	"6.19297626304636"	"5.82011664985944"	"5.01351673291168"	"6.45093767264401"	"4.55158051079313"	"4.4345460456744"	"3.90962295764835"	"3.7634416212905"	"3.77110964368385"	"5.69737056053928"	"6.0799279060927"
"OSP"	"2015"	"5.91486459114775"	"4.94162556745563"	"5.07473713564396"	"4.4009586124982"	"5.66074512605721"	"3.99750744791004"	"3.95010827358536"	"3.44579732770508"	"3.34560528749996"	"3.20376967703403"	"4.43619852471946"	"4.86676313737227"
"DOR"	"2015"	"6.8486250144239"	"5.73356291699499"	"5.88802259742698"	"4.97912170582733"	"6.3181413997756"	"4.50274527469384"	"4.53724685043196"	"4.19261964333452"	"4.15549005307821"	"3.90226943007591"	"5.21321771962089"	"5.69072937533494"
"EDI"	"2016"	"5.82247454287128"	"6.27342169149705"	"4.90692052080077"	"5.04804410114725"	"5.60491200047861"	"3.96065738341655"	"4.8135317180321"	"4.78182738023328"	"5.43907261074989"	"4.26105673985152"	"4.71831434991109"	"6.2296111355555"
"RSY"	"2016"	"5.72659492659729"	"6.14756251925377"	"4.81988546463183"	"4.88145569270031"	"5.70839135591459"	"4.04932896783766"	"4.5006298875158"	"4.60397657140499"	"5.21958278141304"	"4.41684925209342"	"4.54280821870537"	"5.93182494846201"
